C_SO2_1H,I_SO2_1H,C_NO2_1H,I_NO2_1H,C_PM10_1H,I_PM10_24H_MV,C_CO1_1H,I_CO1_1H,C_O3_1H,I_O3_1H,C_PM25_1H,I_PM25_24H_MV,AQI_,PRIMARY_POLLUTANTS__-,PRIMARY_POLLUTANTS__NO2,"PRIMARY_POLLUTANTS__NO2,PM10","PRIMARY_POLLUTANTS__NO2,PM2.5",PRIMARY_POLLUTANTS__O3-1小时,"PRIMARY_POLLUTANTS__O3-1小时,PM2.5",PRIMARY_POLLUTANTS__PM10,"PRIMARY_POLLUTANTS__PM10,O3-1小时","PRIMARY_POLLUTANTS__PM10,PM2.5",PRIMARY_POLLUTANTS__PM2.5,LEVEL__一级,LEVEL__三级,LEVEL__二级,LEVEL__五级,LEVEL__六级,LEVEL__四级,CATEGORY__严重污染,CATEGORY__中度污染,CATEGORY__优,CATEGORY__良,CATEGORY__轻度污染,CATEGORY__重度污染,COLOR__橙色,COLOR__紫色,COLOR__红色,COLOR__绿色,COLOR__褐红色,COLOR__黄色,STATE__正常,label
13.0,5.0,69.0,35.0,36.0,36.0,1.189,12.0,54.0,17.0,24.0,35.0,36.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,36.0
13.0,5.0,59.0,30.0,47.0,47.0,1.109,12.0,108.0,34.0,35.0,50.0,50.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,50.0
14.0,5.0,51.0,26.0,45.0,45.0,1.025,11.0,106.0,34.0,34.0,49.0,49.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,49.0
13.0,5.0,42.0,21.0,36.0,36.0,0.989,10.0,75.0,24.0,27.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
12.0,4.0,45.0,23.0,26.0,26.0,0.935,10.0,77.0,25.0,18.0,26.0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26.0
12.0,4.0,69.0,35.0,24.0,24.0,1.008,11.0,46.0,15.0,16.0,23.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
12.0,4.0,85.0,43.0,22.0,22.0,1.041,11.0,17.0,6.0,13.0,19.0,43.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,43.0
13.0,5.0,81.0,41.0,22.0,22.0,1.072,11.0,11.0,4.0,15.0,22.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,41.0
13.0,5.0,63.0,32.0,18.0,18.0,0.999,10.0,25.0,8.0,13.0,19.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
12.0,,58.0,,17.0,,0.983,,27.0,,12.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
13.0,5.0,67.0,34.0,17.0,17.0,1.031,11.0,12.0,4.0,12.0,18.0,34.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,34.0
13.0,5.0,62.0,31.0,19.0,19.0,0.94,10.0,18.0,6.0,13.0,19.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0
12.0,4.0,60.0,30.0,26.0,26.0,0.992,10.0,8.0,3.0,20.0,29.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
13.0,5.0,53.0,27.0,28.0,28.0,1.005,11.0,6.0,2.0,21.0,30.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
13.0,5.0,46.0,23.0,28.0,28.0,0.916,10.0,23.0,8.0,22.0,32.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
12.0,4.0,37.0,19.0,27.0,27.0,0.85,9.0,46.0,15.0,21.0,30.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
12.0,4.0,28.0,14.0,21.0,21.0,0.8170000000000001,9.0,44.0,14.0,17.0,25.0,25.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.0
12.0,4.0,22.0,11.0,17.0,17.0,0.767,8.0,63.0,20.0,13.0,19.0,20.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,20.0
12.0,4.0,41.0,21.0,17.0,17.0,0.8420000000000001,9.0,43.0,14.0,14.0,20.0,21.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,21.0
12.0,4.0,62.0,31.0,18.0,18.0,1.016,11.0,24.0,8.0,14.0,20.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0
13.0,5.0,66.0,33.0,22.0,22.0,1.106,12.0,31.0,10.0,16.0,23.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
13.0,5.0,58.0,29.0,23.0,23.0,1.151,12.0,50.0,16.0,17.0,25.0,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0
14.0,5.0,53.0,27.0,32.0,32.0,1.1740000000000002,12.0,74.0,24.0,24.0,35.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
15.0,5.0,48.0,24.0,41.0,41.0,1.065,11.0,104.0,33.0,32.0,46.0,46.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,46.0
16.0,6.0,51.0,26.0,53.0,52.0,1.093,11.0,132.0,42.0,41.0,58.0,58.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,58.0
16.0,6.0,44.0,22.0,54.0,52.0,1.011,11.0,194.0,93.0,41.0,58.0,93.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,93.0
16.0,6.0,31.0,16.0,53.0,52.0,0.933,10.0,230.0,115.0,39.0,55.0,115.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,115.0
15.0,5.0,31.0,16.0,46.0,46.0,0.894,9.0,186.0,83.0,34.0,49.0,83.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,83.0
15.0,5.0,26.0,13.0,40.0,40.0,0.904,10.0,189.0,87.0,30.0,43.0,87.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,87.0
15.0,5.0,30.0,15.0,38.0,38.0,0.866,9.0,154.0,49.0,28.0,40.0,49.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,49.0
15.0,5.0,45.0,23.0,33.0,33.0,0.974,10.0,102.0,32.0,24.0,35.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
14.0,5.0,47.0,24.0,31.0,31.0,0.952,10.0,79.0,25.0,22.0,32.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
14.0,5.0,50.0,25.0,29.0,29.0,0.99,10.0,62.0,20.0,20.0,29.0,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0
15.0,5.0,65.0,33.0,28.0,28.0,1.05,11.0,35.0,11.0,20.0,29.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
16.0,6.0,71.0,36.0,28.0,28.0,1.092,11.0,23.0,8.0,20.0,29.0,36.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,36.0
16.0,6.0,68.0,34.0,29.0,29.0,1.052,11.0,20.0,7.0,21.0,30.0,34.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,34.0
16.0,6.0,73.0,37.0,32.0,32.0,1.154,12.0,7.0,3.0,23.0,33.0,37.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,37.0
16.0,6.0,65.0,33.0,39.0,39.0,1.362,14.0,5.0,2.0,27.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
17.0,6.0,61.0,31.0,40.0,40.0,1.366,14.0,5.0,2.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
17.0,6.0,60.0,30.0,40.0,40.0,1.31,14.0,5.0,2.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
18.0,6.0,54.0,27.0,39.0,39.0,1.3159999999999998,14.0,5.0,2.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
18.0,6.0,50.0,25.0,39.0,39.0,1.213,13.0,4.0,2.0,29.0,42.0,42.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,42.0
16.0,6.0,44.0,22.0,30.0,30.0,0.915,10.0,27.0,9.0,24.0,35.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
16.0,6.0,47.0,24.0,28.0,28.0,0.893,9.0,40.0,13.0,22.0,32.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
16.0,6.0,46.0,23.0,31.0,31.0,0.903,10.0,42.0,14.0,23.0,33.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
19.0,7.0,38.0,19.0,31.0,31.0,0.8740000000000001,9.0,59.0,19.0,23.0,33.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
16.0,6.0,37.0,19.0,32.0,32.0,0.901,10.0,75.0,24.0,24.0,35.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
15.0,5.0,36.0,18.0,37.0,37.0,0.938,10.0,90.0,29.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
17.0,6.0,41.0,21.0,38.0,38.0,0.944,10.0,99.0,31.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
17.0,6.0,39.0,20.0,38.0,38.0,0.932,10.0,121.0,38.0,28.0,40.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,40.0
16.0,6.0,30.0,15.0,39.0,39.0,0.8959999999999999,9.0,151.0,48.0,29.0,42.0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,48.0
17.0,6.0,25.0,13.0,40.0,40.0,0.884,9.0,181.0,77.0,31.0,45.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,77.0
18.0,6.0,34.0,17.0,45.0,45.0,0.977,10.0,179.0,74.0,35.0,50.0,74.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,74.0
15.0,5.0,37.0,19.0,41.0,41.0,0.978,10.0,141.0,45.0,32.0,46.0,46.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,46.0
15.0,5.0,35.0,18.0,36.0,36.0,0.914,10.0,115.0,36.0,27.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
15.0,5.0,38.0,19.0,35.0,35.0,0.947,10.0,86.0,27.0,26.0,38.0,38.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,38.0
14.0,5.0,37.0,19.0,31.0,31.0,0.957,10.0,74.0,24.0,23.0,33.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
14.0,5.0,34.0,17.0,29.0,29.0,0.939,10.0,63.0,20.0,22.0,32.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
14.0,5.0,30.0,15.0,28.0,28.0,0.905,10.0,56.0,18.0,21.0,30.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
15.0,5.0,28.0,14.0,28.0,28.0,0.875,9.0,53.0,17.0,20.0,29.0,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0
17.0,6.0,28.0,14.0,29.0,29.0,0.86,9.0,48.0,15.0,22.0,32.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
17.0,6.0,33.0,17.0,31.0,31.0,0.8959999999999999,9.0,39.0,13.0,23.0,33.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
16.0,6.0,44.0,22.0,32.0,32.0,0.901,10.0,27.0,9.0,24.0,35.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
15.0,5.0,39.0,20.0,31.0,31.0,0.884,9.0,34.0,11.0,23.0,33.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
14.0,5.0,25.0,13.0,27.0,27.0,0.8190000000000001,9.0,45.0,15.0,21.0,30.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
15.0,5.0,32.0,16.0,29.0,29.0,0.823,9.0,31.0,10.0,22.0,32.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
14.0,5.0,30.0,15.0,19.0,19.0,0.892,9.0,61.0,20.0,15.0,22.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.0
14.0,5.0,48.0,24.0,11.0,11.0,0.958,10.0,54.0,17.0,8.0,12.0,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,24.0
13.0,5.0,52.0,26.0,9.0,9.0,0.961,10.0,61.0,20.0,6.0,9.0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26.0
13.0,5.0,46.0,23.0,12.0,12.0,0.921,10.0,46.0,15.0,9.0,13.0,23.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,23.0
14.0,5.0,46.0,23.0,13.0,13.0,0.931,10.0,56.0,18.0,10.0,15.0,23.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,23.0
14.0,5.0,44.0,22.0,16.0,16.0,0.946,10.0,68.0,22.0,12.0,18.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.0
14.0,5.0,39.0,20.0,18.0,18.0,0.895,9.0,84.0,27.0,13.0,19.0,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.0
13.0,5.0,32.0,16.0,19.0,19.0,0.8340000000000001,9.0,98.0,31.0,15.0,22.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0
12.0,4.0,35.0,18.0,25.0,25.0,0.879,9.0,101.0,32.0,19.0,28.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
14.0,5.0,47.0,24.0,24.0,24.0,0.963,10.0,86.0,27.0,18.0,26.0,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.0
13.0,5.0,40.0,20.0,14.0,14.0,0.899,9.0,97.0,31.0,9.0,13.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0
13.0,5.0,53.0,27.0,14.0,14.0,0.964,10.0,76.0,24.0,9.0,13.0,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.0
13.0,5.0,55.0,28.0,16.0,16.0,1.033,11.0,63.0,20.0,11.0,16.0,28.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,28.0
14.0,5.0,59.0,30.0,17.0,17.0,1.003,11.0,47.0,15.0,12.0,18.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
14.0,5.0,70.0,35.0,21.0,21.0,1.062,11.0,22.0,7.0,14.0,20.0,35.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0
14.0,5.0,60.0,30.0,20.0,20.0,1.002,11.0,30.0,10.0,14.0,20.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
15.0,5.0,60.0,30.0,21.0,21.0,1.024,11.0,27.0,9.0,15.0,22.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
15.0,5.0,63.0,32.0,20.0,20.0,1.019,11.0,25.0,8.0,14.0,20.0,32.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0
15.0,5.0,47.0,24.0,16.0,16.0,0.952,10.0,33.0,11.0,11.0,16.0,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,24.0
16.0,6.0,66.0,33.0,21.0,21.0,1.1,11.0,8.0,3.0,14.0,20.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
16.0,6.0,60.0,30.0,26.0,26.0,1.166,12.0,6.0,2.0,18.0,26.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
15.0,5.0,52.0,26.0,27.0,27.0,1.077,11.0,10.0,4.0,19.0,28.0,28.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,28.0
15.0,5.0,45.0,23.0,25.0,25.0,1.05,11.0,14.0,5.0,18.0,26.0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26.0
15.0,5.0,49.0,25.0,25.0,25.0,1.074,11.0,7.0,3.0,18.0,26.0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26.0
15.0,5.0,55.0,28.0,27.0,27.0,1.188,12.0,8.0,3.0,19.0,28.0,28.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,28.0
15.0,5.0,62.0,31.0,30.0,30.0,1.21,13.0,21.0,7.0,23.0,33.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0
14.0,5.0,58.0,29.0,32.0,32.0,1.153,12.0,48.0,15.0,26.0,38.0,38.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,38.0
14.0,5.0,47.0,24.0,34.0,34.0,1.055,11.0,69.0,22.0,25.0,36.0,36.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,36.0
16.0,6.0,37.0,19.0,36.0,36.0,0.99,10.0,105.0,33.0,27.0,39.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
17.0,6.0,30.0,15.0,48.0,48.0,1.013,11.0,153.0,48.0,37.0,53.0,53.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,53.0
17.0,6.0,23.0,12.0,54.0,52.0,1.0,10.0,198.0,98.0,42.0,59.0,98.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,98.0
16.0,6.0,27.0,14.0,61.0,56.0,1.016,11.0,217.0,109.0,48.0,67.0,109.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,109.0
16.0,6.0,29.0,15.0,67.0,59.0,1.063,11.0,236.0,118.0,52.0,72.0,118.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,118.0
17.0,6.0,33.0,17.0,68.0,59.0,1.074,11.0,225.0,113.0,54.0,74.0,113.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,113.0
16.0,6.0,36.0,18.0,58.0,54.0,1.046,11.0,181.0,77.0,43.0,60.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,77.0
12.0,4.0,36.0,18.0,56.0,53.0,1.067,11.0,136.0,43.0,27.0,39.0,53.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,53.0
13.0,5.0,40.0,20.0,41.0,41.0,1.065,11.0,105.0,33.0,16.0,23.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,41.0
11.0,4.0,42.0,21.0,39.0,39.0,1.045,11.0,80.0,25.0,17.0,25.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,39.0
10.0,4.0,59.0,30.0,42.0,42.0,1.152,12.0,49.0,16.0,19.0,28.0,42.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,42.0
11.0,4.0,45.0,23.0,42.0,42.0,1.057,11.0,58.0,19.0,19.0,28.0,42.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,42.0
11.0,4.0,34.0,17.0,42.0,42.0,1.006,11.0,57.0,18.0,19.0,28.0,42.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,42.0
11.0,4.0,25.0,13.0,36.0,36.0,0.94,10.0,53.0,17.0,15.0,22.0,36.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,36.0
12.0,4.0,15.0,8.0,12.0,12.0,0.7340000000000001,8.0,80.0,25.0,3.0,5.0,25.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.0
12.0,4.0,13.0,7.0,7.0,7.0,0.665,7.0,88.0,28.0,4.0,6.0,28.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,28.0
10.0,4.0,10.0,5.0,5.0,5.0,0.635,7.0,97.0,31.0,3.0,5.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0
10.0,4.0,12.0,6.0,8.0,8.0,0.643,7.0,91.0,29.0,4.0,6.0,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,29.0
11.0,4.0,10.0,5.0,6.0,6.0,0.644,7.0,99.0,31.0,4.0,6.0,31.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.0
10.0,4.0,25.0,13.0,6.0,6.0,0.701,8.0,73.0,23.0,3.0,5.0,23.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,23.0
11.0,4.0,43.0,22.0,10.0,10.0,0.878,9.0,44.0,14.0,5.0,8.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.0
12.0,4.0,59.0,30.0,13.0,13.0,0.982,10.0,31.0,10.0,6.0,9.0,30.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.0
11.0,4.0,40.0,20.0,11.0,11.0,0.8590000000000001,9.0,63.0,20.0,6.0,9.0,20.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,20.0
